,text,vid,bid,uid,ppl,idf,idf_avg,cross_score,odyssey_ppl
7152,ἀντίον ἵστανται καὶ ἀκοντίζουσι θαμειὰς,44,12,12.44,64345.57353312413,2.8541070741451895,7.845319248817563,747073.1714376407,750431.1008975055
7153,αἰχμὰς ἐκ χειρῶν τοῦ δ᾽ οὔ ποτε κυδάλιμον κῆρ,45,12,12.45,3663.3377799745886,4.849255370435522,6.983275645048976,14256.2240806795,16225.807131387739
7154,ταρβεῖ οὐδὲ φοβεῖται ἀγηνορίη δέ μιν ἔκτα,46,12,12.46,4332.976442471099,4.115046703077803,7.495553667837204,1805996.118874678,1807178.0146921796
7155,ταρφέα τε στρέφεται στίχας ἀνδρῶν πειρητίζων,47,12,12.47,1005.8421047092909,3.539143910167681,7.374611746856869,4034.166920838599,4723.285916874646
7156,ὅππῃ τ᾽ ἰθύσῃ τῇ εἴκουσι στίχες ἀνδρῶν,48,12,12.48,1639375.1278626006,5.372129332717687,8.247874022331375,1565720.5532384226,1568236.6500033615
7157,ὣς ἕκτωρ ἀν᾽ ὅμιλον ἰὼν ἐλλίσσεθ᾽ ἑταίρους,49,12,12.49,1462.8401062594887,4.133901503841432,7.020340472863275,162042.29424962314,162742.50774599068
7158,τάφρον ἐποτρύνων διαβαινέμεν οὐδέ οἱ ἵπποι,50,12,12.5,7470.481415194083,4.4578608462243,7.040989784483757,4187.385581757656,5427.935088067541
7159,τόλμων ὠκύποδες μάλα δὲ χρεμέτιζον ἐπ᾽ ἄκρῳ,51,12,12.51,45515.767558213614,3.076131545023163,7.314765512424349,252013.6955664114,253358.6651296323
7160,χείλει ἐφεσταότες ἀπὸ γὰρ δειδίσσετο τάφρος,52,12,12.52,3798.0903982557006,4.3504780851857054,7.952912280441886,131245.462016476,133205.7793273519
7161,εὐρεῖ᾽ οὔτ᾽ ἄρ᾽ ὑπερθορέειν σχεδὸν οὔτε περῆσαι,53,12,12.53,26412.47132834634,4.8024632089287635,7.8791717625663695,44311.19826852345,45554.22491818442
7162,ῥηϊδίη κρημνοὶ γὰρ ἐπηρεφέες περὶ πᾶσαν,54,12,12.54,161431.8514525769,4.3504780851857054,7.848058060142717,181747.2213087428,184561.06638140712
7163,ἕστασαν ἀμφοτέρωθεν ὕπερθεν δὲ σκολόπεσσιν,55,12,12.55,560.5629374913156,3.076131545023163,7.461176864582728,536.210415638487,1083.796157193911
7164,ὀξέσιν ἠρήρει τοὺς ἵστασαν υἷες ἀχαιῶν,56,12,12.56,2779.794929901382,4.888955240282206,7.830756125437724,94529.63031107116,95377.7751239073
7165,πυκνοὺς καὶ μεγάλους δηΐων ἀνδρῶν ἀλεωρήν,57,12,12.57,7418.715133341806,2.8541070741451895,7.649668093489294,187337.01842656988,189025.67798410708
7166,ἔνθ᾽ οὔ κεν ῥέα ἵππος ἐΰτροχον ἅρμα τιταίνων,58,12,12.58,14231.167986677308,5.095875956089529,7.356715639194201,1055327.5687933525,1057254.9700760895
7167,ἐσβαίη πεζοὶ δὲ μενοίνεον εἰ τελέουσι,59,12,12.59,659385.9250566112,3.076131545023163,7.841221139505371,778549.1848837826,784919.0486593635
7168,δὴ τότε πουλυδάμας θρασὺν ἕκτορα εἶπε παραστάς,60,12,12.6,557.4063924913337,4.728151175964212,7.050280610154497,45609.70263150145,45916.7807987573
7169,ἕκτορ τ᾽ ἠδ᾽ ἄλλοι τρώων ἀγοὶ ἠδ᾽ ἐπικούρων,61,12,12.61,2273.4245001953286,5.377192634674234,6.6996375563081205,165205.39539374196,166464.786983992
7170,ἀφραδέως διὰ τάφρον ἐλαύνομεν ὠκέας ἵππους,62,12,12.62,4068.7889615081203,5.48991236837407,7.634833298887023,802.8124041493603,1801.0591527758927
7171,ἣ δὲ μάλ᾽ ἀργαλέη περάαν σκόλοπες γὰρ ἐν αὐτῇ,63,12,12.63,19833.372610437527,3.076131545023163,6.708034678589853,419427.30728025,421863.4951940622
7172,ὀξέες ἑστᾶσιν ποτὶ δ᾽ αὐτοὺς τεῖχος ἀχαιῶν,64,12,12.64,3708.173322979925,4.888955240282206,7.641060689094673,61020.494978729905,62907.47333704344
7173,ἔνθ᾽ οὔ πως ἔστιν καταβήμεναι οὐδὲ μάχεσθαι,65,12,12.65,874.7121528696783,5.095875956089529,6.877693359095718,335.6148363989613,979.2506981409425
7174,ἱππεῦσι στεῖνος γάρ ὅθι τρώσεσθαι ὀΐω,66,12,12.66,89858.18077853866,5.285117955728057,8.029144793781896,848627.4071919497,853661.7489007482
7175,εἰ μὲν γὰρ τοὺς πάγχυ κακὰ φρονέων ἀλαπάζει,67,12,12.67,6055.181167593187,3.823063548726631,6.44481702318629,10989.746316436333,13037.96863668951
7176,ζεὺς ὑψιβρεμέτης τρώεσσι δὲ ἵετ᾽ ἀρήγειν,68,12,12.68,2042.4688085515338,3.076131545023163,7.190695472068623,47659.04673280532,48830.48650248415
7177,ἦ τ᾽ ἂν ἔγωγ᾽ ἐθέλοιμι καὶ αὐτίκα τοῦτο γενέσθαι,69,12,12.69,755.7237997253098,2.8541070741451895,6.744285954437034,11549.492379467389,12126.968151713289
7178,νωνύμνους ἀπολέσθαι ἀπ᾽ ἄργεος ἐνθάδ᾽ ἀχαιούς,70,12,12.7,998.1660179501956,6.229579564568908,7.605272691420564,20669.960837168623,21550.072230872443
7179,εἰ δέ χ᾽ ὑποστρέψωσι παλίωξις δὲ γένηται,71,12,12.71,284097.04820241424,3.076131545023163,6.736989078170711,54256.92967730845,56559.68347396506
7180,ἐκ νηῶν καὶ τάφρῳ ἐνιπλήξωμεν ὀρυκτῇ,72,12,12.72,31834.659341291357,2.8541070741451895,7.020309557844677,1974684.0676171943,1976797.8479872078
7181,οὐκέτ᾽ ἔπειτ᾽ ὀΐω οὐδ᾽ ἄγγελον ἀπονέεσθαι,73,12,12.73,2316.366540285575,4.936811261459841,7.3288965938363235,5860.966976441513,6632.817419456662
7182,ἄψορρον προτὶ ἄστυ ἑλιχθέντων ὑπ᾽ ἀχαιῶν,74,12,12.74,5388.126967962317,4.888955240282206,7.1605773985850965,19018.80712747319,19571.328098146245
7183,ἀλλ᾽ ἄγεθ᾽ ὡς ἂν ἐγὼ εἴπω πειθώμεθα πάντες,75,12,12.75,255.24783034635138,4.455838600843531,6.288832554027852,322.2623441308958,551.7522660572462
7184,ἵππους μὲν θεράποντες ἐρυκόντων ἐπὶ τάφρῳ,76,12,12.76,7276.367542389076,3.823063548726631,6.710804921612252,115409.90999094672,116721.99637747249
7185,αὐτοὶ δὲ πρυλέες σὺν τεύχεσι θωρηχθέντες,77,12,12.77,787.5852511002703,3.076131545023163,6.987171744344775,46343.86748381668,46957.973543974345
7186,ἕκτορι πάντες ἑπώμεθ᾽ ἀολλέες αὐτὰρ ἀχαιοὶ,78,12,12.78,5674.50401501909,4.782660581632584,6.833655526810618,25805.27220088998,26543.377455735223
7187,οὐ μενέουσ᾽ εἰ δή σφιν ὀλέθρου πείρατ᾽ ἐφῆπται,79,12,12.79,7771.094611769515,5.014949465768985,7.462061538279126,3770.781938265815,6348.345731560807
7188,ὣς φάτο πουλυδάμας ἅδε δ᾽ ἕκτορι μῦθος ἀπήμων,80,12,12.8,829.7957267808224,4.133901503841432,7.4873593464035215,107720.11887094293,108326.21348843891
7189,αὐτίκα δ᾽ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε,81,12,12.81,228.59112217053854,5.604150558063914,6.862948953348135,11124.014438968146,11342.071616658668
7190,οὐδὲ μὲν ἄλλοι τρῶες ἐφ᾽ ἵππων ἠγερέθοντο,82,12,12.82,1830.2397155006895,3.823063548726631,6.207339050161319,6901.90140130249,8190.094780527263
7191,ἀλλ᾽ ἀπὸ πάντες ὄρουσαν ἐπεὶ ἴδον ἕκτορα δῖον,83,12,12.83,1272.3325098002815,4.455838600843531,6.237161482326547,16850.80736590692,17925.50110367649
7192,ἡνιόχῳ μὲν ἔπειτα ἑῷ ἐπέτελλεν ἕκαστος,84,12,12.84,597.5517455159242,3.823063548726631,7.0707189631711485,7780.814697623284,8182.4978435145595
7193,ἵππους εὖ κατὰ κόσμον ἐρυκέμεν αὖθ᾽ ἐπὶ τάφρῳ,85,12,12.85,1483.6377522610983,4.569086481334525,6.794731723986278,31061.152043319988,32082.127866025738
7194,οἳ δὲ διαστάντες σφέας αὐτοὺς ἀρτύναντες,86,12,12.86,7411.015133356134,3.076131545023163,7.209138401270093,49130.99632231813,51509.68300599359
7195,πένταχα κοσμηθέντες ἅμ᾽ ἡγεμόνεσσιν ἕποντο,87,12,12.87,2696.3823034136185,6.5999533528658025,8.34050235013814,2475.118888997229,2899.8648766819897
7196,οἳ μὲν ἅμ᾽ ἕκτορ᾽ ἴσαν καὶ ἀμύμονι πουλυδάμαντι,88,12,12.88,1006.3402692752065,2.8541070741451895,6.241570386424639,65400.00593228756,65989.29233185183
7197,οἳ πλεῖστοι καὶ ἄριστοι ἔσαν μέμασαν δὲ μάλιστα,89,12,12.89,1037.6219878980721,2.8541070741451895,6.059147644359896,4527.805252071115,5236.003212527674
7198,τεῖχος ῥηξάμενοι κοίλῃς ἐπὶ νηυσὶ μάχεσθαι,90,12,12.9,2366.444533985747,4.569086481334525,6.894885254668941,4462.279204547517,4907.063676527987
7199,καί σφιν κεβριόνης τρίτος εἵπετο πὰρ δ᾽ ἄρ᾽ ὄχεσφιν,91,12,12.91,1759.065704962147,4.8024632089287635,7.385880791791042,52438.856876244754,53582.91386601287
7200,ἄλλον κεβριόναο χερείονα κάλλιπεν ἕκτωρ,92,12,12.92,10681.842233837382,5.3471903843704345,8.23996081900543,1455364.9189886306,1458526.927144756
7201,τῶν δ᾽ ἑτέρων πάρις ἦρχε καὶ ἀλκάθοος καὶ ἀγήνωρ,93,12,12.93,2274.0542399342667,2.8541070741451895,6.7751094356314265,48138.90886742498,49179.19899760712
7202,τῶν δὲ τρίτων ἕλενος καὶ δηΐφοβος θεοειδὴς,94,12,12.94,4167.732913990762,2.8541070741451895,6.76477180546727,6331.672681233755,8168.552992610516
7203,υἷε δύω πριάμοιο τρίτος δ᾽ ἦν ἄσιος ἥρως,95,12,12.95,6263.335284336195,6.50151328005255,7.5177062736792655,70929.473439079,72424.72415661426
7204,ἄσιος ὑρτακίδης ὃν ἀρίσβηθεν φέρον ἵπποι,96,12,12.96,1702.2162014776568,6.217745106921906,7.757257676126128,720727.1422071039,721732.5369922452
7205,αἴθωνες μεγάλοι ποταμοῦ ἄπο σελλήεντος,97,12,12.97,859.4331249723442,7.259198981750067,8.779379473658484,51565.382427675155,52198.201786696634
7206,τῶν δὲ τετάρτων ἦρχεν ἐῢς πάϊς ἀγχίσαο,98,12,12.98,1959.7043256160603,3.076131545023163,7.274395162357818,6915724.919194555,6916995.929298832
7207,αἰνείας ἅμα τῷ γε δύω ἀντήνορος υἷε,99,12,12.99,3278.0915669513843,4.849255370435522,6.596984173018014,1049505.5393252322,1051659.4264887238
7208,ἀρχέλοχός τ᾽ ἀκάμας τε μάχης εὖ εἰδότε πάσης,100,12,12.1,806.1807198112052,3.539143910167681,7.33249782368152,468229.86707464297,468862.47796228365
7209,σαρπηδὼν δ᾽ ἡγήσατ᾽ ἀγακλειτῶν ἐπικούρων,101,12,12.101,2057.108526113709,8.095447005950685,8.878071976179879,618646.1164235645,620202.7891634002
7210,πρὸς δ᾽ ἕλετο γλαῦκον καὶ ἀρήϊον ἀστεροπαῖον,102,12,12.102,7318.271914486857,2.8541070741451895,7.451506028397797,449817.2383361904,452033.296239961
7211,οἳ γάρ οἱ εἴσαντο διακριδὸν εἶναι ἄριστοι,103,12,12.103,9048.358734136038,4.4578608462243,6.764669699650173,97001.44426328552,98713.6560950398
7212,τῶν ἄλλων μετά γ᾽ αὐτόν ὃ δ᾽ ἔπρεπε καὶ διὰ πάντων,104,12,12.104,10292.498444511735,2.8541070741451895,6.858581321285518,34940.69436979176,37306.298862784315
7213,οἳ δ᾽ ἐπεὶ ἀλλήλους ἄραρον τυκτῇσι βόεσσι,105,12,12.105,39522.36227571393,4.575896950337051,7.501521409687374,332741.5426558977,339351.0792851391
7214,βάν ῥ᾽ ἰθὺς δαναῶν λελιημένοι οὐδ᾽ ἔτ᾽ ἔφαντο,106,12,12.106,1527.4381079108782,4.936811261459841,7.558210524836679,41612.737081075924,42615.246342461855
7215,σχήσεσθ᾽ ἀλλ᾽ ἐν νηυσὶ μελαίνῃσιν πεσέεσθαι,107,12,12.107,1258.2480039087616,3.9998212135725364,6.968323975825441,12286.190446665183,13148.660771186514
7216,ἔνθ᾽ ἄλλοι τρῶες τηλεκλειτοί τ᾽ ἐπίκουροι,108,12,12.108,698.7203484809093,5.792861912956639,6.999763208939501,62318.09474030347,62852.637948651514
7217,βουλῇ πουλυδάμαντος ἀμωμήτοιο πίθοντο,109,12,12.109,96910.36701580323,8.262501090613853,8.991756015458616,662361.990019185,663594.1048717285
7218,ἀλλ᾽ οὐχ ὑρτακίδης ἔθελ᾽ ἄσιος ὄρχαμος ἀνδρῶν,110,12,12.11,12579.382493459394,4.455838600843531,7.547292489404506,56402.40948257541,58185.84703649334
7219,αὖθι λιπεῖν ἵππους τε καὶ ἡνίοχον θεράποντα,111,12,12.111,2776.0089053801485,2.8541070741451895,6.499761610360082,25759.69466305199,26526.969758979798
7220,ἀλλὰ σὺν αὐτοῖσιν πέλασεν νήεσσι θοῇσι,112,12,12.112,6852.040633153066,5.253224591952104,7.753765781974134,7901.3973140553635,10914.456154038697
7221,νήπιος οὐδ᾽ ἄρ᾽ ἔμελλε κακὰς ὑπὸ κῆρας ἀλύξας,113,12,12.113,6666.541807624917,4.8024632089287635,7.37850287423486,-331.7114190760326,1324.556995853351
7222,ἵπποισιν καὶ ὄχεσφιν ἀγαλλόμενος παρὰ νηῶν,114,12,12.114,792.011041624058,2.8541070741451895,6.810227016098799,761.6071809595073,1446.4379149310437
7223,ἂψ ἀπονοστήσειν προτὶ ἴλιον ἠνεμόεσσαν,115,12,12.115,293.90424969521507,6.369936922263832,7.393476119505754,23629.883369742725,23894.401930023214
7224,πρόσθεν γάρ μιν μοῖρα δυσώνυμος ἀμφεκάλυψεν,116,12,12.116,4337.833301288214,4.8432852034490175,7.2672666880631605,901.7630846467559,2399.479303674825
7225,ἔγχεϊ ἰδομενῆος ἀγαυοῦ δευκαλίδαο,117,12,12.117,6455.791202131688,6.89919624771866,8.111058742396475,124490.03244372147,125477.6326382022
7226,εἴσατο γὰρ νηῶν ἐπ᾽ ἀριστερά τῇ περ ἀχαιοὶ,118,12,12.118,5936.018687819632,4.3504780851857054,6.4798546522167015,11106.257708731504,12502.658893569744
7227,ἐκ πεδίου νίσοντο σὺν ἵπποισιν καὶ ὄχεσφι,119,12,12.119,4200.550836007332,2.8541070741451895,6.873566197745559,39126.01815661679,40422.31544800641
7228,τῇ ῥ᾽ ἵππους τε καὶ ἅρμα διήλασεν οὐδὲ πύλῃσιν,120,12,12.12,1061.9101443012503,2.8541070741451895,6.293463085385875,11564.25074147334,12417.099299516878
7229,εὗρ᾽ ἐπικεκλιμένας σανίδας καὶ μακρὸν ὀχῆα,121,12,12.121,5580.11792798365,2.8541070741451895,7.694098410224576,24736.083625340943,26162.864829267855
7230,ἀλλ᾽ ἀναπεπταμένας ἔχον ἀνέρες εἴ τιν᾽ ἑταίρων,122,12,12.122,12618.466115192661,4.455838600843531,6.991926389214787,25184.81498916275,27229.06421665009
7231,ἐκ πολέμου φεύγοντα σαώσειαν μετὰ νῆας,123,12,12.123,5903.7610473938685,4.849255370435522,7.0613192027539915,34112.49012699492,35639.89641134541
7232,τῇ ῥ᾽ ἰθὺς φρονέων ἵππους ἔχε τοὶ δ᾽ ἅμ᾽ ἕποντο,124,12,12.124,1681.4230759096965,5.48991236837407,6.66335972145502,7149.492525829299,7887.566572533819
7233,ὀξέα κεκλήγοντες ἔφαντο γὰρ οὐκ ἔτ᾽ ἀχαιοὺς,125,12,12.125,2696.067865340525,4.3504780851857054,7.130089237910744,6087.180973769673,7662.1469443925425
7234,σχήσεσθ᾽ ἀλλ᾽ ἐν νηυσὶ μελαίνῃσιν πεσέεσθαι,126,12,12.126,1258.2480039087616,3.9998212135725364,6.968323975825441,12286.190446665183,13148.660771186514
7235,νήπιοι ἐν δὲ πύλῃσι δύ᾽ ἀνέρας εὗρον ἀρίστους,127,12,12.127,4723.190914837789,3.076131545023163,7.135477993631147,5802.842112776018,8282.802364693334
7236,υἷας ὑπερθύμους λαπιθάων αἰχμητάων,128,12,12.128,75731.24238031055,7.226409158927076,8.732733032536922,140697.3780410804,142161.77572730207
7237,τὸν μὲν πειριθόου υἷα κρατερὸν πολυποίτην,129,12,12.129,6572.368874243787,3.823063548726631,7.4874045951567565,54666.55252524824,55484.31400818239
7238,τὸν δὲ λεοντῆα βροτολοιγῷ ἶσον ἄρηϊ,130,12,12.13,9280.581751943377,3.076131545023163,6.943355862099888,95307.32214616761,96068.88252450504
7239,τὼ μὲν ἄρα προπάροιθε πυλάων ὑψηλάων,131,12,12.131,5994.63837970344,3.823063548726631,6.626238400216587,15923.215603820785,17091.67300702283
7240,ἕστασαν ὡς ὅτε τε δρύες οὔρεσιν ὑψικάρηνοι,132,12,12.132,269436.1492284349,3.539143910167681,7.20443404696106,728671.4648970027,731343.6234232294
7241,αἵ τ᾽ ἄνεμον μίμνουσι καὶ ὑετὸν ἤματα πάντα,133,12,12.133,74040.92481382149,2.8541070741451895,7.716096516190437,87499.8778324312,90698.42982640592
7242,ῥίζῃσιν μεγάλῃσι διηνεκέεσσ᾽ ἀραρυῖαι,134,12,12.134,2483.390920822967,9.561784074744113,9.764516628798194,14506.348384570769,15835.794654643461
7243,ὣς ἄρα τὼ χείρεσσι πεποιθότες ἠδὲ βίηφι,135,12,12.135,1354.5799808381162,4.133901503841432,6.684719792172893,2718.1752069709073,3415.0947088953258
7244,μίμνον ἐπερχόμενον μέγαν ἄσιον οὐδὲ φέβοντο,136,12,12.136,2559.57809213059,5.656450057466763,8.144109099258102,19577.38925145725,20787.407061996866
7245,οἳ δ᾽ ἰθὺς πρὸς τεῖχος ἐΰδμητον βόας αὔας,137,12,12.137,29223.44735984279,4.575896950337051,7.448478115871647,1708904.7010051508,1711155.3589146761
7246,ὑψόσ᾽ ἀνασχόμενοι ἔκιον μεγάλῳ ἀλαλητῷ,138,12,12.138,5294.106376722746,7.5693539100539065,8.731971805731877,5329.477504708611,6011.1050961681285
7247,ἄσιον ἀμφὶ ἄνακτα καὶ ἰαμενὸν καὶ ὀρέστην,139,12,12.139,33774.34559635815,2.8541070741451895,6.726081169560088,141722.5291044536,143746.00820003892
7248,ἀσιάδην τ᾽ ἀδάμαντα θόωνά τε οἰνόμαόν τε,140,12,12.14,5226.611963741028,3.539143910167681,7.4583433290680405,4317073.445222283,4318474.009516027
7249,οἳ δ᾽ ἤτοι εἷος μὲν ἐϋκνήμιδας ἀχαιοὺς,141,12,12.141,2047.4115268949088,3.823063548726631,6.208720729164328,434331.4066158439,435286.0184512664
7250,ὄρνυον ἔνδον ἐόντες ἀμύνεσθαι περὶ νηῶν,142,12,12.142,13277.055937901468,5.2667688170598606,7.727605391402872,3103.373220018725,6383.698166567434
7251,αὐτὰρ ἐπεὶ δὴ τεῖχος ἐπεσσυμένους ἐνόησαν,143,12,12.143,1061.6365863601904,4.728151175964212,6.748192830936098,5091.705754417263,5939.99566279815
7252,τρῶας ἀτὰρ δαναῶν γένετο ἰαχή τε φόβος τε,144,12,12.144,2439.045922568221,3.539143910167681,6.483231983920199,4878449.156425392,4880237.100432939
7253,ἐκ δὲ τὼ ἀΐξαντε πυλάων πρόσθε μαχέσθην,145,12,12.145,25229.769089620473,3.076131545023163,6.865507048789809,1147175.029362464,1149973.946930915
7254,ἀγροτέροισι σύεσσιν ἐοικότε τώ τ᾽ ἐν ὄρεσσιν,146,12,12.146,19097.90313120907,3.9998212135725364,8.338234106343933,13682.434946914407,15608.361565816384
7255,ἀνδρῶν ἠδὲ κυνῶν δέχαται κολοσυρτὸν ἰόντα,147,12,12.147,6656.172814120859,5.372129332717687,7.9622484129207365,311671.6043657752,314010.2524872073
7256,δοχμώ τ᾽ ἀΐσσοντε περὶ σφίσιν ἄγνυτον ὕλην,148,12,12.148,123309.80088575043,5.2667688170598606,8.549392040258487,1815804.9397980757,1818096.2204124166
7257,πρυμνὴν ἐκτάμνοντες ὑπαὶ δέ τε κόμπος ὀδόντων,149,12,12.149,6734.462739725285,3.539143910167681,7.628013137897823,101097.29006574219,104257.31195529037
7258,γίγνεται εἰς ὅ κέ τίς τε βαλὼν ἐκ θυμὸν ἕληται,150,12,12.15,1102.5549669156603,3.539143910167681,6.4187496467857805,698.9236842792692,1508.4790067499398
7259,ὣς τῶν κόμπει χαλκὸς ἐπὶ στήθεσσι φαεινὸς,151,12,12.151,16778.679378539666,4.133901503841432,6.950995711907548,85027.14748486374,86684.67669473171
7260,ἄντην βαλλομένων μάλα γὰρ κρατερῶς ἐμάχοντο,152,12,12.152,2105.6209844628584,4.3504780851857054,7.22041797760104,2425.9968808672093,3585.5760082961815
7261,λαοῖσιν καθύπερθε πεποιθότες ἠδὲ βίηφιν,153,12,12.153,2245.5534658970946,5.72592243028153,8.282192488155768,769.4878375384644,1899.264007889596
7262,οἳ δ᾽ ἄρα χερμαδίοισιν ἐϋδμήτων ἀπὸ πύργων,154,12,12.154,1124.4205458355266,4.575896950337051,7.009561231261639,11006.451194310448,11795.57239032204
7263,βάλλον ἀμυνόμενοι σφῶν τ᾽ αὐτῶν καὶ κλισιάων,155,12,12.155,5284.781741622835,2.8541070741451895,7.614169563514262,257838.61327799739,259421.67347190145
7264,νηῶν τ᾽ ὠκυπόρων νιφάδες δ᾽ ὡς πῖπτον ἔραζε,156,12,12.156,10198.812998719824,4.927055086514477,7.93980378971374,370903.8097024787,372677.13065955386
7265,ἅς τ᾽ ἄνεμος ζαὴς νέφεα σκιόεντα δονήσας,157,12,12.157,193653.396848972,8.463171786076003,9.17195861854996,21205.99752919629,22095.720890455374
7266,ταρφειὰς κατέχευεν ἐπὶ χθονὶ πουλυβοτείρῃ,158,12,12.158,1177.9720340735348,4.569086481334525,7.866427547768609,6050.025728514535,6377.488452883457
7267,ὣς τῶν ἐκ χειρῶν βέλεα ῥέον ἠμὲν ἀχαιῶν,159,12,12.159,24687.806036014437,4.133901503841432,6.61601906494126,15221.572940681608,18050.249052846735
7268,ἠδὲ καὶ ἐκ τρώων κόρυθες δ᾽ ἀμφ᾽ αὖον ἀΰτευν,160,12,12.16,28467.68462060755,2.8541070741451895,6.681215945904048,757023.5555300569,759799.3670657441
7269,βαλλομένων μυλάκεσσι καὶ ἀσπίδες ὀμφαλόεσσαι,161,12,12.161,1759.4341247030247,2.8541070741451895,7.797086837454185,25699.397309280026,26164.70445854118
7270,δή ῥα τότ᾽ ᾤμωξεν καὶ ὣ πεπλήγετο μηρὼ,162,12,12.162,4314.009862979961,2.8541070741451895,6.91632288193234,4291.984501124039,5731.938000407547
7271,ἄσιος ὑρτακίδης καὶ ἀλαστήσας ἔπος ηὔδα,163,12,12.163,1449.3683041545287,2.8541070741451895,7.263605024301564,59448.68696809097,60114.3357985871
7272,ζεῦ πάτερ ἦ ῥά νυ καὶ σὺ φιλοψευδὴς ἐτέτυξο,164,12,12.164,25358.69984680153,2.8541070741451895,7.060814849396267,182455.0586897927,183070.07480309927
7273,πάγχυ μάλ᾽ οὐ γὰρ ἔγωγ᾽ ἐφάμην ἥρωας ἀχαιοὺς,165,12,12.165,345.99838138833303,4.3504780851857054,6.96055241091178,9325.838365758838,9601.728022220417
7274,σχήσειν ἡμέτερόν γε μένος καὶ χεῖρας ἀάπτους,166,12,12.166,1755.3505439143435,2.8541070741451895,6.816153728208375,386.42095713774484,1233.0564990326457
7275,οἳ δ᾽ ὥς τε σφῆκες μέσον αἰόλοι ἠὲ μέλισσαι,167,12,12.167,217799.36845355592,3.539143910167681,7.198569491222752,735568.8602882179,742641.906409088
7276,οἰκία ποιήσωνται ὁδῷ ἔπι παιπαλοέσσῃ,168,12,12.168,43107.995468101464,6.50151328005255,8.6960276507131,142596.2521336173,144700.91564342988
7277,οὐδ᾽ ἀπολείπουσιν κοῖλον δόμον ἀλλὰ μένοντες,169,12,12.169,253699.1190261204,4.936811261459841,7.683832115662689,5142.304543426656,9464.21333221093
7278,ἄνδρας θηρητῆρας ἀμύνονται περὶ τέκνων,170,12,12.17,30791.686673931392,5.2667688170598606,8.499341643770743,25484.60033130491,30158.513502567726
7279,ὣς οἵ γ᾽ οὐκ ἐθέλουσι πυλάων καὶ δύ᾽ ἐόντε,171,12,12.171,1416.8375805526869,2.8541070741451895,6.463903098493917,26463.696450982166,27469.083245561535
7280,χάσσασθαι πρίν γ᾽ ἠὲ κατακτάμεν ἠὲ ἁλῶναι,172,12,12.172,2091.4214152580357,6.3296630231258915,8.043687993085355,14535.391534862614,15394.64824821523
7281,ὣς ἔφατ᾽ οὐδὲ διὸς πεῖθε φρένα ταῦτ᾽ ἀγορεύων,173,12,12.173,4108.89588777498,4.133901503841432,6.910310713003756,8012.848482950375,9038.504208347918
7282,ἕκτορι γάρ οἱ θυμὸς ἐβούλετο κῦδος ὀρέξαι,174,12,12.174,1284.2874163415609,4.4578608462243,6.757616222407558,8055.125980503044,8880.901963865117
7283,ἄλλοι δ᾽ ἀμφ᾽ ἄλλῃσι μάχην ἐμάχοντο πύλῃσιν,175,12,12.175,3530.1854342913593,5.987567528950316,7.751142016714222,6760.766685967905,8896.835514005781
7284,ἀργαλέον δέ με ταῦτα θεὸν ὣς πάντ᾽ ἀγορεῦσαι,176,12,12.176,5622.928508930784,4.115046703077803,6.816606077930938,458.1179930802127,2013.1827984776173
7285,πάντῃ γὰρ περὶ τεῖχος ὀρώρει θεσπιδαὲς πῦρ,177,12,12.177,3422.1210290901513,4.3504780851857054,6.680630783630456,12454.657006966954,13502.45554750532
7286,λάϊνον ἀργεῖοι δὲ καὶ ἀχνύμενοί περ ἀνάγκῃ,178,12,12.178,637.0018862255658,2.8541070741451895,6.3017032566829965,666.1272412446737,1208.4731734723648
7287,νηῶν ἠμύνοντο θεοὶ δ᾽ ἀκαχήατο θυμὸν,179,12,12.179,220085.94678587533,5.656450057466763,7.656637098145213,224227.44270103847,227541.25759885847
7288,πάντες ὅσοι δαναοῖσι μάχης ἐπιτάρροθοι ἦσαν,180,12,12.18,2085.34550141241,5.950866162099888,7.3226853479481795,25317.619954495,25935.515071813406
7289,σὺν δ᾽ ἔβαλον λαπίθαι πόλεμον καὶ δηϊοτῆτα,181,12,12.181,18385.983391055695,2.8541070741451895,7.030516011076952,18937.037986895913,20158.27237155633
7290,ἔνθ᾽ αὖ πειριθόου υἱὸς κρατερὸς πολυποίτης,182,12,12.182,2991.5906482732084,6.065276513277633,7.37041508972207,119476.30123086755,120075.12871251792
7291,δουρὶ βάλεν δάμασον κυνέης διὰ χαλκοπαρῄου,183,12,12.183,3149.3711103052146,5.969048481183079,7.853007003967746,9074.175304293525,10580.556879768028
7292,οὐδ᾽ ἄρα χαλκείη κόρυς ἔσχεθεν ἀλλὰ διὰ πρὸ,184,12,12.184,2005.589838943036,4.9110033775039685,6.733651289381191,131852.78248616066,132936.73457964524
7293,αἰχμὴ χαλκείη ῥῆξ᾽ ὀστέον ἐγκέφαλος δὲ,185,12,12.185,1983.1641068102765,3.076131545023163,7.519764081933212,1893625.6936712125,1894326.2884360482
7294,ἔνδον ἅπας πεπάλακτο δάμασσε δέ μιν μεμαῶτα,186,12,12.186,1569.5847145761084,4.115046703077803,7.308778601993055,3587.22991886453,4780.680823018733
